0,1.38369e-14,1.84297e-14
1,0.37144,0.37144
2,1.17838,1.17838
3,75.199,75.199
4,1.75563,1.75563
5,0.951372,0.951372
6,0.674984,0.674984
7,0.531277,0.531277
8,0.441697,0.441697
9,0.379854,0.379854
10,0.334281,0.334281
11,0.299144,0.299144
12,0.271143,0.271143
13,0.248257,0.248257
14,0.229176,0.229176
15,0.213009,0.213009
16,0.199128,0.199128
17,0.187077,0.187077
18,0.176514,0.176514
19,0.167179,0.167179
20,0.158872,0.158872
21,0.151433,0.151433
22,0.144734,0.144734
23,0.138672,0.138672
24,0.133163,0.133163
25,0.128137,0.128137
26,0.123534,0.123534
27,0.119306,0.119306
28,0.115411,0.115411
29,0.111813,0.111813
30,0.108482,0.108482
31,0.105391,0.105391
32,0.102517,0.102517
33,0.0998399,0.0998399
34,0.0973422,0.0973422
35,0.0950083,0.0950083
36,0.0928245,0.0928245
37,0.0907787,0.0907787
38,0.0888601,0.0888601
39,0.0870589,0.0870589
40,0.0853665,0.0853665
41,0.0837752,0.0837752
42,0.082278,0.082278
43,0.0808685,0.0808685
44,0.0795411,0.0795411
45,0.0782905,0.0782905
46,0.0771122,0.0771122
47,0.0760017,0.0760017
48,0.0749554,0.0749554
49,0.0739695,0.0739695
50,0.0730409,0.0730409
51,0.0721666,0.0721666
52,0.071344,0.071344
53,0.0705704,0.0705704
54,0.0698438,0.0698438
55,0.0691619,0.0691619
56,0.068523,0.068523
57,0.0679252,0.0679252
58,0.0673669,0.0673669
59,0.0668468,0.0668468
60,0.0663634,0.0663634
61,0.0659155,0.0659155
62,0.0655021,0.0655021
63,0.0651222,0.0651222
64,0.0647747,0.0647747
65,0.0644589,0.0644589
66,0.0641741,0.0641741
67,0.0639195,0.0639195
68,0.0636947,0.0636947
69,0.063499,0.063499
70,0.0633321,0.0633321
71,0.0631936,0.0631936
72,0.0630832,0.0630832
73,0.0630005,0.0630005
74,0.0629456,0.0629456
75,0.0629181,0.0629181
76,0.0629181,0.0629181
77,0.0629456,0.0629456
78,0.0630005,0.0630005
79,0.0630832,0.0630832
80,0.0631936,0.0631936
81,0.0633321,0.0633321
82,0.063499,0.063499
83,0.0636947,0.0636947
84,0.0639195,0.0639195
85,0.0641741,0.0641741
86,0.0644589,0.0644589
87,0.0647747,0.0647747
88,0.0651222,0.0651222
89,0.0655021,0.0655021
90,0.0659155,0.0659155
91,0.0663634,0.0663634
92,0.0668468,0.0668468
93,0.0673669,0.0673669
94,0.0679252,0.0679252
95,0.068523,0.068523
96,0.0691619,0.0691619
97,0.0698438,0.0698438
98,0.0705704,0.0705704
99,0.071344,0.071344
100,0.0721666,0.0721666
101,0.0730409,0.0730409
102,0.0739695,0.0739695
103,0.0749554,0.0749554
104,0.0760017,0.0760017
105,0.0771122,0.0771122
106,0.0782905,0.0782905
107,0.0795411,0.0795411
108,0.0808685,0.0808685
109,0.082278,0.082278
110,0.0837752,0.0837752
111,0.0853665,0.0853665
112,0.0870589,0.0870589
113,0.0888601,0.0888601
114,0.0907787,0.0907787
115,0.0928245,0.0928245
116,0.0950083,0.0950083
117,0.0973422,0.0973422
118,0.0998399,0.0998399
119,0.102517,0.102517
120,0.105391,0.105391
121,0.108482,0.108482
122,0.111813,0.111813
123,0.115411,0.115411
124,0.119306,0.119306
125,0.123534,0.123534
126,0.128137,0.128137
127,0.133163,0.133163
128,0.138672,0.138672
129,0.144734,0.144734
130,0.151433,0.151433
131,0.158872,0.158872
132,0.167179,0.167179
133,0.176514,0.176514
134,0.187077,0.187077
135,0.199128,0.199128
136,0.213009,0.213009
137,0.229176,0.229176
138,0.248257,0.248257
139,0.271143,0.271143
140,0.299144,0.299144
141,0.334281,0.334281
142,0.379854,0.379854
143,0.441697,0.441697
144,0.531277,0.531277
145,0.674984,0.674984
146,0.951372,0.951372
147,1.75563,1.75563
148,75.199,75.199
149,1.17838,1.17838
150,0.37144,0.37144
